21/05/2025 00:12:17	Dal.ProductImplementation.ReadAll :	read Product start
21/05/2025 13:23:42			Dal.SaleImplementation.ReadAll :	readAll sale end
21/05/2025 13:23:43			Dal.ProductImplementation.Read :	read Product start
21/05/2025 13:23:43			Dal.ProductImplementation.Read :	read Product end
21/05/2025 13:23:43			Dal.ProductImplementation.Update :	update Product start
21/05/2025 13:23:43			Dal.ProductImplementation.Update :	update Product end
21/05/2025 13:23:43			Dal.SaleImplementation.ReadAll :	readAll sale start
21/05/2025 13:23:43			Dal.SaleImplementation.ReadAll :	readAll sale end
21/05/2025 13:23:43			Dal.ProductImplementation.Read :	read Product start
21/05/2025 13:23:43			Dal.ProductImplementation.Read :	read Product end
21/05/2025 13:23:43			Dal.ProductImplementation.Update :	update Product start
21/05/2025 13:23:43			Dal.ProductImplementation.Update :	update Product end
21/05/2025 13:23:43			Dal.SaleImplementation.ReadAll :	readAll sale start
21/05/2025 13:23:43			Dal.SaleImplementation.ReadAll :	readAll sale end
21/05/2025 13:23:43			Dal.ProductImplementation.Read :	read Product start
21/05/2025 13:23:43			Dal.ProductImplementation.Read :	read Product end
21/05/2025 13:23:43			Dal.ProductImplementation.Update :	update Product start
21/05/2025 13:23:43			Dal.ProductImplementation.Update :	update Product end
21/05/2025 13:23:43			Dal.SaleImplementation.ReadAll :	readAll sale start
21/05/2025 13:23:43			Dal.SaleImplementation.ReadAll :	readAll sale end
21/05/2025 13:23:43			Dal.ProductImplementation.Read :	read Product start
21/05/2025 13:23:43			Dal.ProductImplementation.Read :	read Product end
21/05/2025 13:23:43			Dal.ProductImplementation.Update :	update Product start
21/05/2025 13:23:43			Dal.ProductImplementation.Update :	update Product end
21/05/2025 13:23:43			Dal.SaleImplementation.ReadAll :	readAll sale start
21/05/2025 13:23:43			Dal.SaleImplementation.ReadAll :	readAll sale end
21/05/2025 13:23:43			Dal.ProductImplementation.Read :	read Product start
21/05/2025 13:23:43			Dal.ProductImplementation.Read :	read Product end
21/05/2025 13:23:43			Dal.ProductImplementation.Update :	update Product start
21/05/2025 13:23:43			Dal.ProductImplementation.Update :	update Product end
21/05/2025 13:23:43			Dal.SaleImplementation.ReadAll :	readAll sale start
21/05/2025 13:23:43			Dal.SaleImplementation.ReadAll :	readAll sale end
21/05/2025 13:23:44			Dal.ProductImplementation.Read :	read Product start
21/05/2025 13:23:44			Dal.ProductImplementation.Read :	read Product end
21/05/2025 13:23:44			Dal.ProductImplementation.Update :	update Product start
21/05/2025 13:23:44			Dal.ProductImplementation.Update :	update Product end
21/05/2025 13:23:44			Dal.SaleImplementation.ReadAll :	readAll sale start
21/05/2025 13:23:44			Dal.SaleImplementation.ReadAll :	readAll sale end
21/05/2025 13:23:48			Dal.ProductImplementation.Read :	read Product start
21/05/2025 13:23:48			Dal.ProductImplementation.Read :	read Product end
21/05/2025 13:23:48			Dal.ProductImplementation.Update :	update Product start
21/05/2025 13:23:48			Dal.ProductImplementation.Update :	update Product end
21/05/2025 13:23:48			Dal.SaleImplementation.ReadAll :	readAll sale start
21/05/2025 13:23:48			Dal.SaleImplementation.ReadAll :	readAll sale end
21/05/2025 13:23:48			Dal.ProductImplementation.Read :	read Product start
21/05/2025 13:23:48			Dal.ProductImplementation.Read :	read Product end
21/05/2025 13:23:48			Dal.ProductImplementation.Update :	update Product start
21/05/2025 13:23:48			Dal.ProductImplementation.Update :	update Product end
21/05/2025 13:23:48			Dal.SaleImplementation.ReadAll :	readAll sale start
21/05/2025 13:23:48			Dal.SaleImplementation.ReadAll :	readAll sale end
21/05/2025 13:23:48			Dal.ProductImplementation.Read :	read Product start
21/05/2025 13:23:48			Dal.ProductImplementation.Read :	read Product end
21/05/2025 13:23:48			Dal.ProductImplementation.Update :	update Product start
21/05/2025 13:23:48			Dal.ProductImplementation.Update :	update Product end
21/05/2025 13:23:48			Dal.SaleImplementation.ReadAll :	readAll sale start
21/05/2025 13:23:48			Dal.SaleImplementation.ReadAll :	readAll sale end
21/05/2025 13:23:49			Dal.ProductImplementation.Read :	read Product start
21/05/2025 13:23:49			Dal.ProductImplementation.Read :	read Product end
21/05/2025 13:23:49			Dal.ProductImplementation.Update :	update Product start
21/05/2025 13:23:49			Dal.ProductImplementation.Update :	update Product end
21/05/2025 13:23:49			Dal.SaleImplementation.ReadAll :	readAll sale start
21/05/2025 13:23:49			Dal.SaleImplementation.ReadAll :	readAll sale end
21/05/2025 13:23:49			Dal.ProductImplementation.Read :	read Product start
21/05/2025 13:23:49			Dal.ProductImplementation.Read :	read Product end
21/05/2025 13:23:49			Dal.ProductImplementation.Update :	update Product start
21/05/2025 13:23:49			Dal.ProductImplementation.Update :	update Product end
21/05/2025 13:23:49			Dal.SaleImplementation.ReadAll :	readAll sale start
21/05/2025 13:23:49			Dal.SaleImplementation.ReadAll :	readAll sale end
21/05/2025 13:23:49			Dal.ProductImplementation.Read :	read Product start
21/05/2025 13:23:49			Dal.ProductImplementation.Read :	read Product end
21/05/2025 13:23:49			Dal.ProductImplementation.Update :	update Product start
21/05/2025 13:23:49			Dal.ProductImplementation.Update :	update Product end
21/05/2025 13:23:49			Dal.SaleImplementation.ReadAll :	readAll sale start
21/05/2025 13:23:49			Dal.SaleImplementation.ReadAll :	readAll sale end
21/05/2025 13:23:49			Dal.ProductImplementation.Read :	read Product start
21/05/2025 13:23:49			Dal.ProductImplementation.Read :	read Product end
21/05/2025 13:23:49			Dal.ProductImplementation.Update :	update Product start
21/05/2025 13:23:49			Dal.ProductImplementation.Update :	update Product end
21/05/2025 13:23:49			Dal.SaleImplementation.ReadAll :	readAll sale start
21/05/2025 13:23:49			Dal.SaleImplementation.ReadAll :	readAll sale end
21/05/2025 13:23:49			Dal.ProductImplementation.Read :	read Product start
21/05/2025 13:23:49			Dal.ProductImplementation.Read :	read Product end
21/05/2025 13:23:49			Dal.ProductImplementation.Update :	update Product start
21/05/2025 13:23:49			Dal.ProductImplementation.Update :	update Product end
21/05/2025 13:23:49			Dal.SaleImplementation.ReadAll :	readAll sale start
21/05/2025 13:23:49			Dal.SaleImplementation.ReadAll :	readAll sale end
21/05/2025 13:23:50			Dal.ProductImplementation.Read :	read Product start
21/05/2025 13:23:50			Dal.ProductImplementation.Read :	read Product end
21/05/2025 13:23:50			Dal.ProductImplementation.Update :	update Product start
21/05/2025 13:23:50			Dal.ProductImplementation.Update :	update Product end
21/05/2025 13:23:50			Dal.SaleImplementation.ReadAll :	readAll sale start
21/05/2025 13:23:50			Dal.SaleImplementation.ReadAll :	readAll sale end
21/05/2025 13:23:50			Dal.ProductImplementation.Read :	read Product start
21/05/2025 13:23:50			Dal.ProductImplementation.Read :	read Product end
21/05/2025 13:23:50			Dal.ProductImplementation.Update :	update Product start
21/05/2025 13:23:50			Dal.ProductImplementation.Update :	update Product end
21/05/2025 13:23:50			Dal.SaleImplementation.ReadAll :	readAll sale start
21/05/2025 13:23:50			Dal.SaleImplementation.ReadAll :	readAll sale end
21/05/2025 13:23:50			Dal.ProductImplementation.Read :	read Product start
21/05/2025 13:23:50			Dal.ProductImplementation.Read :	read Product end
21/05/2025 13:23:50			Dal.ProductImplementation.Update :	update Product start
21/05/2025 13:23:50			Dal.ProductImplementation.Update :	update Product end
21/05/2025 13:23:50			Dal.SaleImplementation.ReadAll :	readAll sale start
21/05/2025 13:23:50			Dal.SaleImplementation.ReadAll :	readAll sale end
21/05/2025 13:23:50			Dal.ProductImplementation.Read :	read Product start
21/05/2025 13:23:50			Dal.ProductImplementation.Read :	read Product end
21/05/2025 13:23:50			Dal.ProductImplementation.Update :	update Product start
21/05/2025 13:23:50			Dal.ProductImplementation.Update :	update Product end
21/05/2025 13:23:50			Dal.SaleImplementation.ReadAll :	readAll sale start
21/05/2025 13:23:50			Dal.SaleImplementation.ReadAll :	readAll sale end
21/05/2025 13:23:50			Dal.ProductImplementation.Read :	read Product start
21/05/2025 13:23:50			Dal.ProductImplementation.Read :	read Product end
21/05/2025 13:23:50			Dal.ProductImplementation.Update :	update Product start
21/05/2025 13:23:50			Dal.ProductImplementation.Update :	update Product end
21/05/2025 13:23:50			Dal.SaleImplementation.ReadAll :	readAll sale start
21/05/2025 13:23:50			Dal.SaleImplementation.ReadAll :	readAll sale end
21/05/2025 13:23:51			Dal.ProductImplementation.Read :	read Product start
21/05/2025 13:23:51			Dal.ProductImplementation.Read :	read Product end
21/05/2025 13:23:51			Dal.ProductImplementation.Update :	update Product start
21/05/2025 13:23:51			Dal.ProductImplementation.Update :	update Product end
21/05/2025 13:23:51			Dal.SaleImplementation.ReadAll :	readAll sale start
21/05/2025 13:23:51			Dal.SaleImplementation.ReadAll :	readAll sale end
21/05/2025 13:23:51			Dal.ProductImplementation.Read :	read Product start
21/05/2025 13:23:51			Dal.ProductImplementation.Read :	read Product end
21/05/2025 13:23:51			Dal.ProductImplementation.Update :	update Product start
21/05/2025 13:23:51			Dal.ProductImplementation.Update :	update Product end
21/05/2025 13:23:51			Dal.SaleImplementation.ReadAll :	readAll sale start
21/05/2025 13:23:51			Dal.SaleImplementation.ReadAll :	readAll sale end
21/05/2025 13:23:51			Dal.ProductImplementation.Read :	read Product start
21/05/2025 13:23:51			Dal.ProductImplementation.Read :	read Product end
21/05/2025 13:23:51			Dal.ProductImplementation.Update :	update Product start
21/05/2025 13:23:51			Dal.ProductImplementation.Update :	update Product end
21/05/2025 13:23:51			Dal.SaleImplementation.ReadAll :	readAll sale start
21/05/2025 13:23:51			Dal.SaleImplementation.ReadAll :	readAll sale end
21/05/2025 13:23:51			Dal.ProductImplementation.Read :	read Product start
21/05/2025 13:23:51			Dal.ProductImplementation.Read :	read Product end
21/05/2025 13:23:51			Dal.ProductImplementation.Update :	update Product start
21/05/2025 13:23:51			Dal.ProductImplementation.Update :	update Product end
21/05/2025 13:23:51			Dal.SaleImplementation.ReadAll :	readAll sale start
21/05/2025 13:23:51			Dal.SaleImplementation.ReadAll :	readAll sale end
21/05/2025 13:24:02			Dal.SaleImplementation.ReadAll :	readAll sale start
21/05/2025 13:24:02			Dal.SaleImplementation.ReadAll :	readAll sale end
21/05/2025 13:24:29			Dal.ProductImplementation.Read :	read Product start
21/05/2025 13:24:29			Dal.ProductImplementation.Read :	read Product end
21/05/2025 13:24:29			Dal.ProductImplementation.Update :	update Product start
21/05/2025 13:24:29			Dal.ProductImplementation.Update :	update Product end
21/05/2025 13:24:29			Dal.SaleImplementation.ReadAll :	readAll sale start
21/05/2025 13:24:29			Dal.SaleImplementation.ReadAll :	readAll sale end
21/05/2025 13:24:30			Dal.ProductImplementation.Read :	read Product start
21/05/2025 13:24:30			Dal.ProductImplementation.Read :	read Product end
21/05/2025 13:24:30			Dal.ProductImplementation.Update :	update Product start
21/05/2025 13:24:30			Dal.ProductImplementation.Update :	update Product end
21/05/2025 13:24:30			Dal.SaleImplementation.ReadAll :	readAll sale start
21/05/2025 13:24:30			Dal.SaleImplementation.ReadAll :	readAll sale end
21/05/2025 13:24:31			Dal.ProductImplementation.Read :	read Product start
21/05/2025 13:24:31			Dal.ProductImplementation.Read :	read Product end
21/05/2025 13:24:31			Dal.ProductImplementation.Update :	update Product start
21/05/2025 13:24:31			Dal.ProductImplementation.Update :	update Product end
21/05/2025 13:24:31			Dal.SaleImplementation.ReadAll :	readAll sale start
21/05/2025 13:24:31			Dal.SaleImplementation.ReadAll :	readAll sale end
21/05/2025 13:24:32			Dal.ProductImplementation.Read :	read Product start
21/05/2025 13:24:32			Dal.ProductImplementation.Read :	read Product end
21/05/2025 13:24:32			Dal.ProductImplementation.Update :	update Product start
21/05/2025 13:24:32			Dal.ProductImplementation.Update :	update Product end
21/05/2025 13:24:32			Dal.SaleImplementation.ReadAll :	readAll sale start
21/05/2025 13:24:32			Dal.SaleImplementation.ReadAll :	readAll sale end
21/05/2025 13:24:33			Dal.ProductImplementation.Read :	read Product start
21/05/2025 13:24:33			Dal.ProductImplementation.Read :	read Product end
21/05/2025 13:24:33			Dal.ProductImplementation.Update :	update Product start
21/05/2025 13:24:33			Dal.ProductImplementation.Update :	update Product end
21/05/2025 13:24:33			Dal.SaleImplementation.ReadAll :	readAll sale start
21/05/2025 13:24:33			Dal.SaleImplementation.ReadAll :	readAll sale end
21/05/2025 13:24:33			Dal.ProductImplementation.Read :	read Product start
21/05/2025 13:24:33			Dal.ProductImplementation.Read :	read Product end
21/05/2025 13:24:33			Dal.ProductImplementation.Update :	update Product start
21/05/2025 13:24:33			Dal.ProductImplementation.Update :	update Product end
21/05/2025 13:24:33			Dal.SaleImplementation.ReadAll :	readAll sale start
21/05/2025 13:24:33			Dal.SaleImplementation.ReadAll :	readAll sale end
21/05/2025 13:24:34			Dal.ProductImplementation.Read :	read Product start
21/05/2025 13:24:34			Dal.ProductImplementation.Read :	read Product end
21/05/2025 13:24:34			Dal.ProductImplementation.Update :	update Product start
21/05/2025 13:24:34			Dal.ProductImplementation.Update :	update Product end
21/05/2025 13:24:34			Dal.SaleImplementation.ReadAll :	readAll sale start
21/05/2025 13:24:34			Dal.SaleImplementation.ReadAll :	readAll sale end
21/05/2025 13:24:34			Dal.ProductImplementation.Read :	read Product start
21/05/2025 13:24:34			Dal.ProductImplementation.Read :	read Product end
21/05/2025 13:24:34			Dal.ProductImplementation.Update :	update Product start
21/05/2025 13:24:34			Dal.ProductImplementation.Update :	update Product end
21/05/2025 13:24:34			Dal.SaleImplementation.ReadAll :	readAll sale start
21/05/2025 13:24:34			Dal.SaleImplementation.ReadAll :	readAll sale end
21/05/2025 13:24:34			Dal.ProductImplementation.Read :	read Product start
21/05/2025 13:24:34			Dal.ProductImplementation.Read :	read Product end
21/05/2025 13:24:34			Dal.ProductImplementation.Update :	update Product start
21/05/2025 13:24:34			Dal.ProductImplementation.Update :	update Product end
21/05/2025 13:24:34			Dal.SaleImplementation.ReadAll :	readAll sale start
21/05/2025 13:24:34			Dal.SaleImplementation.ReadAll :	readAll sale end
21/05/2025 13:24:34			Dal.ProductImplementation.Read :	read Product start
21/05/2025 13:24:34			Dal.ProductImplementation.Read :	read Product end
21/05/2025 13:24:34			Dal.ProductImplementation.Update :	update Product start
21/05/2025 13:24:34			Dal.ProductImplementation.Update :	update Product end
21/05/2025 13:24:34			Dal.SaleImplementation.ReadAll :	readAll sale start
21/05/2025 13:24:34			Dal.SaleImplementation.ReadAll :	readAll sale end
21/05/2025 13:24:34			Dal.ProductImplementation.Read :	read Product start
21/05/2025 13:24:34			Dal.ProductImplementation.Read :	read Product end
21/05/2025 13:24:34			Dal.ProductImplementation.Update :	update Product start
21/05/2025 13:24:34			Dal.ProductImplementation.Update :	update Product end
21/05/2025 13:24:34			Dal.SaleImplementation.ReadAll :	readAll sale start
21/05/2025 13:24:34			Dal.SaleImplementation.ReadAll :	readAll sale end
